type,datetime,index,id,title,desc,hot,url,img,createtime
知乎热搜,2025-03-11 00:52:07,1,,世界上有多少个和弦,,,https://www.zhihu.com/search?q=%E4%B8%96%E7%95%8C%E4%B8%8A%E6%9C%89%E5%A4%9A%E5%B0%91%E4%B8%AA%E5%92%8C%E5%BC%A6,,
知乎热搜,2025-03-11 00:52:07,2,,上海申花vs川崎前锋,,,https://www.zhihu.com/search?q=%E4%B8%8A%E6%B5%B7%E7%94%B3%E8%8A%B1vs%E5%B7%9D%E5%B4%8E%E5%89%8D%E9%94%8B,,
知乎热搜,2025-03-11 00:52:07,3,,为什么金子是金色,,,https://www.zhihu.com/search?q=%E4%B8%BA%E4%BB%80%E4%B9%88%E9%87%91%E5%AD%90%E6%98%AF%E9%87%91%E8%89%B2,,
知乎热搜,2025-03-11 00:52:07,4,,给你一千万要求立刻辞职你愿意吗,,,https://www.zhihu.com/search?q=%E7%BB%99%E4%BD%A0%E4%B8%80%E5%8D%83%E4%B8%87%E8%A6%81%E6%B1%82%E7%AB%8B%E5%88%BB%E8%BE%9E%E8%81%8C%E4%BD%A0%E6%84%BF%E6%84%8F%E5%90%97,,
知乎热搜,2025-03-11 00:52:07,5,,为何 AI 火之后人们想到的是大量裁员,,,https://www.zhihu.com/search?q=%E4%B8%BA%E4%BD%95%20AI%20%E7%81%AB%E4%B9%8B%E5%90%8E%E4%BA%BA%E4%BB%AC%E6%83%B3%E5%88%B0%E7%9A%84%E6%98%AF%E5%A4%A7%E9%87%8F%E8%A3%81%E5%91%98,,
知乎热搜,2025-03-11 00:52:07,6,,金融监管总局将研究提高消费贷款额度,,,https://www.zhihu.com/search?q=%E9%87%91%E8%9E%8D%E7%9B%91%E7%AE%A1%E6%80%BB%E5%B1%80%E5%B0%86%E7%A0%94%E7%A9%B6%E6%8F%90%E9%AB%98%E6%B6%88%E8%B4%B9%E8%B4%B7%E6%AC%BE%E9%A2%9D%E5%BA%A6,,
知乎热搜,2025-03-11 00:52:07,7,,全球首款通用智能体 Manus 上线,,,https://www.zhihu.com/search?q=%E5%85%A8%E7%90%83%E9%A6%96%E6%AC%BE%E9%80%9A%E7%94%A8%E6%99%BA%E8%83%BD%E4%BD%93%20Manus%20%E4%B8%8A%E7%BA%BF,,
知乎热搜,2025-03-11 00:52:07,8,,广东男篮大胜辽宁男篮,,,https://www.zhihu.com/search?q=%E5%B9%BF%E4%B8%9C%E7%94%B7%E7%AF%AE%E5%A4%A7%E8%83%9C%E8%BE%BD%E5%AE%81%E7%94%B7%E7%AF%AE,,
知乎热搜,2025-03-11 00:52:07,9,,王大陆被裁定交保500万,,,https://www.zhihu.com/search?q=%E7%8E%8B%E5%A4%A7%E9%99%86%E8%A2%AB%E8%A3%81%E5%AE%9A%E4%BA%A4%E4%BF%9D500%E4%B8%87,,
知乎热搜,2025-03-11 00:52:07,10,,勇士114:102尼克斯,,,https://www.zhihu.com/search?q=%E5%8B%87%E5%A3%AB114%3A102%E5%B0%BC%E5%85%8B%E6%96%AF,,
知乎热搜,2025-03-11 00:52:07,11,,马克龙拒签俄乌停火协议,,,https://www.zhihu.com/search?q=%E9%A9%AC%E5%85%8B%E9%BE%99%E6%8B%92%E7%AD%BE%E4%BF%84%E4%B9%8C%E5%81%9C%E7%81%AB%E5%8D%8F%E8%AE%AE,,
知乎热搜,2025-03-11 00:52:07,12,,日本工会要求最高加薪,,,https://www.zhihu.com/search?q=%E6%97%A5%E6%9C%AC%E5%B7%A5%E4%BC%9A%E8%A6%81%E6%B1%82%E6%9C%80%E9%AB%98%E5%8A%A0%E8%96%AA,,
知乎热搜,2025-03-11 00:52:07,13,,我国油气勘探获重大突破,,,https://www.zhihu.com/search?q=%E6%88%91%E5%9B%BD%E6%B2%B9%E6%B0%94%E5%8B%98%E6%8E%A2%E8%8E%B7%E9%87%8D%E5%A4%A7%E7%AA%81%E7%A0%B4,,
知乎热搜,2025-03-11 00:52:07,14,,2 月新能源销量,,,https://www.zhihu.com/search?q=2%20%E6%9C%88%E6%96%B0%E8%83%BD%E6%BA%90%E9%94%80%E9%87%8F,,
知乎热搜,2025-03-11 00:52:07,15,,张学友广州演唱会取消,,,https://www.zhihu.com/search?q=%E5%BC%A0%E5%AD%A6%E5%8F%8B%E5%B9%BF%E5%B7%9E%E6%BC%94%E5%94%B1%E4%BC%9A%E5%8F%96%E6%B6%88,,
知乎热搜,2025-03-11 00:52:07,16,,奔驰中国「N+9」大裁员内幕,,,https://www.zhihu.com/search?q=%E5%A5%94%E9%A9%B0%E4%B8%AD%E5%9B%BD%E3%80%8CN%2B9%E3%80%8D%E5%A4%A7%E8%A3%81%E5%91%98%E5%86%85%E5%B9%95,,
知乎热搜,2025-03-11 00:52:07,17,,开源项目 OpenManus 三小时复刻 Manus 智能体,,,https://www.zhihu.com/search?q=%E5%BC%80%E6%BA%90%E9%A1%B9%E7%9B%AE%20OpenManus%20%E4%B8%89%E5%B0%8F%E6%97%B6%E5%A4%8D%E5%88%BB%20Manus%20%E6%99%BA%E8%83%BD%E4%BD%93,,
知乎热搜,2025-03-11 00:52:07,18,,编剧巫念顾称《滤镜》侵犯署名权,,,https://www.zhihu.com/search?q=%E7%BC%96%E5%89%A7%E5%B7%AB%E5%BF%B5%E9%A1%BE%E7%A7%B0%E3%80%8A%E6%BB%A4%E9%95%9C%E3%80%8B%E4%BE%B5%E7%8A%AF%E7%BD%B2%E5%90%8D%E6%9D%83,,
知乎热榜,2025-03-11 00:52:07,1,14600416534,二手劳力士价格暴跌，跌幅比房价还高，昔日的保值神器，怎么一下子就跌了这么多？,以超级热门“迪通拿系列”为例，“绿金迪”巅峰时期在二级市场的售价高达120万元，如今已跌至41万左右； “熊猫迪”从40万元跌到19万元； “五珠链红蓝圈”从24万元跌至不到14万元。 有些款式甚至已经跌破了公价。 比如，“永恒玫瑰金”的公价近27万元，现在的二手市场价却只剩下18万元左右，足足跌了33.3%。 要知道，去年北京二手房市场经历了数月连续下降，价格从最高点累计下跌的幅度也不过25%。 部分款劳力士的跌幅，比房价还高。 从2022年3月份的巅峰时期至今，劳力士二手市场价格指数下降了近33%，创下四年来的新低。 暴跌的劳力士，批量制造「失意」中年人,707 万热度,https://www.zhihu.com/question/14600416534,https://pic1.zhimg.com/80/v2-aa165115f262fd314f541044a43eccca_1440w.webp,2025-03-10 10:22:09
知乎热榜,2025-03-11 00:52:07,2,14576496369,委员建议「直播打赏建立消费冷静期，设上限、无条件撤回」，对消费者有哪些好处？会给直播行业带来哪些影响？,随着数字经济快速发展，网络直播已经深度融入百姓生活。“行业在高速扩张的同时，虚假宣传、夸大功效、诱导性非理性消费等问题也越来越多暴露出来。”全国政协委员、北京金台律师事务所主任皮剑龙建议，完善网络直播管理制度、加大优质主播扶持力度，让直播行业健康发展。 “‘诱导打赏’‘数据造假’等行为需要有明确的法规约束禁止。”皮剑龙建议，推动《网络直播行业管理条例》专项立法，细化主播行为规范、平台责任清单及用户权益保护条款，明确主播行为边界。还应强化平台主体责任，构建全链条监管。对违规账号实施“熔断”机制，如封禁直播权限72小时。 建立用户消费冷静期，设置单日打赏上限，对单笔超过500元或单日累计超2000元的打赏，触发24小时延迟到账，允许用户无条件撤回。 面对流量造假现象，皮剑龙建议，推行“流量透明化”工程，强制平台公开直播间真实在线人数、打赏来源及商品销售数据，接入第三方审计机构核查。严惩刷单刷量行为，对组织数据造假的MCN机构、技术公司纳入失信黑名单，实施行业禁入。 此外，对未成年人也应该设置防沉迷的防火墙。皮剑龙建议，落实“人脸识别+实名认证”双验证，未成年人账号禁止打赏、充值，监护人可一键开启“青少年模式”，屏蔽高风险内容。设立未成年人维权基金，对因直播遭受经济损失的未成年人家庭，提供法律援助和先行赔付。 为推动直播行业行稳致远，皮剑龙还建议，探索“直播+”多元化业态，引导直播与教育、文旅、乡村振兴融合，打造知识付费、非遗传承等正能量内容赛道。构建全面的优质主播扶持发展体系，优化优质内容激励机制，对传播传统文化、科普知识、乡村振兴的主播给予创作补贴。委员建议：直播打赏建立“消费冷静期”，设上限，无条件撤回！,282 万热度,https://www.zhihu.com/question/14576496369,https://picx.zhimg.com/80/v2-5323183a2054b673d61b0b799a5a878a_1440w.webp?source=1def8aca,2025-03-10 05:58:36
知乎热榜,2025-03-11 00:52:07,3,14524963029,董明珠痛批校园霸凌问题，称「普法从娃娃抓起，应增设法律课程」，如何评价她的建议？,3月9日，十四届全国人大三次会议广东代表团小组会议期间，对“两高”报告进行讨论。会上，全国人大代表董明珠提到“校园霸凌”问题，其表示普法应该从娃娃抓起，应增设法律课程。同时，她也提到，随着经济社会发展，各位案件数量增多，而普法是减少案件数量的方法之一。“让每一个人不愿意去犯法，我觉得这是最好的。全国人大代表董明珠痛批“校霸”问题：普法从娃娃抓起，应增设法律课程,238 万热度,https://www.zhihu.com/question/14524963029,https://pic1.zhimg.com/80/v2-ac70142f18a5e0c542d1b283f7b69ad7_1440w.webp?source=1def8aca,2025-03-09 14:24:00
知乎热榜,2025-03-11 00:52:07,4,661716643,小猫见你就躺地上，是什么意思？,,124 万热度,https://www.zhihu.com/question/661716643,https://pic4.zhimg.com/50/v2-579f0ecdda59f6f3fe94e041a0a7ea5f_b.jpg,2024-07-15 21:52:21
知乎热榜,2025-03-11 00:52:07,5,13655603181,如何评价辛芷蕾、白客主演的医疗剧《仁心俱乐部》？,,118 万热度,https://www.zhihu.com/question/13655603181,https://pic1.zhimg.com/50/v2-9a1c3f2be6e15eb2c1947488812a1340_b.jpg,2025-02-28 08:18:17
知乎热榜,2025-03-11 00:52:07,6,14511683460,韩国人大量买入中国股票，背后藏着什么信号？会带来哪些影响？,他们的大量买入，对中国股市会产生怎样的影响？会推动股价上涨，带动更多外资流入，还是只是短暂的热潮，后续会引发市场波动？而对于普通中国股民来说，这又释放出了什么信号，是跟风投资的时机，还是需要谨慎观望？中国科技股引发韩国投资热，韩国交易所中国指数ETF基金大涨,100 万热度,https://www.zhihu.com/question/14511683460,https://picx.zhimg.com/80/v2-d2154decde6b154810536b74b4ee4535_1440w.webp?source=1def8aca,2025-03-09 11:24:08
知乎热榜,2025-03-11 00:52:07,7,14575382730,政协委员倪闽景称人工智能能消灭「差生」，建议把手机还给孩子，怎样看待他的观点？,2024年全国两会期间，“人工智能+”首次被写入政府工作报告，2025年开年来，机器人登上央视春晚，DeepSeek等软件引发国内外广泛关注，人工智能、AI赋能等方向也成为2025年两会上代表委员关注的焦点。 今年，除了继续关注中小学科学教育，在人工智能不断涌起的技术创新浪潮下，全国政协委员、上海科技馆馆长倪闽景尤其关注这项新技术对教育的影响。 他告诉九派新闻，人工智能会颠覆现在的教育，可能会真的消灭“差生”，真正实现因材施教。“原来是一个老师面对这么多学生，只能均衡教育，考一样的考卷，学一样的内容，但有了人工智能，我们每一个孩子真的可以学的不一样了，它可以提高我们孩子的自主性。如果喜欢鲸鱼，就可以研究鲸鱼，人工智能会提供和建立所有知识，不是再按照统一的标准来看。” 倪闽景。图/人民政协报 【1】人工智能首先能解决的问题是消灭“差生” 九派新闻：作为上海科技馆馆长和教育家，你怎么看待人工智能？它对教育将起到一个什么样的作用？ 倪闽景：我认为会颠覆我们现在的教育，就是我们原来没法做的事情，它去改变了。 首先它可以消灭“差生”，真正地实现因材施教。因为原来是一个老师面对这么多学生，只能是均衡地教育，考一样的考卷，学一样的内容。但有了人工智能，能用强大的算法为每个小孩设计相应课程，我们每个孩子真的可以学得不一样了，它可以提高我们孩子的自主性。 如果孩子喜欢鲸鱼，就可以研究鲸鱼，人工智能会提供和建立所有的知识；如果孩子喜欢昆虫，就可以研究昆虫，而不是再按照统一的学习要求去做。 九派新闻：这种过程中还需要教师的存在吗？老师会被人工智能取代吗？ 倪闽景：我一直觉得老师是不会被取代的。人和人之间的链接，教师的激励作用，是机器没法替代的。 老师和孩子之间会进入一段深度的情感，把孩子培养成一个有思想、有价值判断的人，这是机器无法替代的，也是将来教育最重要的部分。或许将来某天，教师传递知识的这部分可能会被人工智能替代，但情感方面的是不可能被替代的，所以教师会永远在，人工智能不仅是要成为老师的助手工具，而更重要的是成为孩子的助手。 孩子在学习时，笔和书都是一个工具，但是书是不会进步的，笔也是。如果每个孩子身旁，有一个人工智能体陪伴成长，在学习过程当中，智能体也越来越聪明，越来越了解孩子，甚至在将来的工作时，也能给到相应的支持，这个改变就会非常大了。 人工智能会提升我们的价值判断与思维能力，而不是停留在解题，解题没用，人工智能解得比你快，但它可以让你有更多的解题方法，极大地提高学习效率。但人工智能也会带来双面性，有一部分学生会成为人工智能的奴隶，一部分学生会成为它的主人，所以教育就显得很关键了。 人工智能时代最重要的不是教人工智能课程，而是要让我们的孩子学得都不一样。人工智能可以来满足我们差异化地学习，这是非常珍贵的一次机会。 我们可以用人工智能让孩子屏蔽掉游戏、屏蔽掉无聊的短视频，这样，孩子有了终端，有了网络，就可以学得很好了。 我们不要寄希望于通过培训让老师的人工智能使用能力提升，因为老师的学习能力不如孩子。我们只要把人工智能的环境还给了孩子，孩子自己会用它很好地学，会超出我们的想象。AI赋能｜全国政协委员倪闽景：人工智能能消灭“差生”，建议把手机还给孩子,90 万热度,https://www.zhihu.com/question/14575382730,https://picx.zhimg.com/80/v2-efe68f2ed069e154ffd73f1c8435f61b_1440w.webp?source=1def8aca,2025-03-10 05:43:14
知乎热榜,2025-03-11 00:52:07,8,14602893705,印度航空一航班 10 个厕所堵了 9 个被迫返航，暴露出哪些问题？飞行途中用卫生间要注意什么？,当地时间3月5日，印度航空126航班经历了一场非常意外的旅程。 据flightaware网站雷达追踪数据，在北美中部时间上午10点59分，印度航空126航班在美国芝加哥奥黑尔国际机场滑出机位，11点25分升空起飞，目的地是印度首都新德里的英迪拉·甘地国际机场。在经过欧洲格陵兰岛上空时，该航班掉头返航，最终在当天21点08分降落奥黑尔国际机场。也就是说，这趟航班在空中飞行了近10小时，最终却只能返回原地。 据《纽约邮报》等报道，该航班返航的原因并非出于机械故障，而是由于卫生间管道堵塞。这架飞机本来有12个卫生间，可以服务机上300多名乘客。但在飞机起飞不到5小时后，12个卫生间里就有11个发生了堵塞问题，唯一剩下一个运转正常的卫生间位于商务舱内。不过据《印度时报》报道，该飞机上有10个厕所，其中9个发生了堵塞。 据报道，该事故飞机的机型为波音777-300ER。红星新闻记者查询发现，印度航空旗下拥有两款波音777-300ER机型，其中波音777-300ER V.1设有12个卫生间，共有345个座位；而波音777-300ER V.2则拥有10个卫生间，共有328个座位。目前尚不清楚出事飞机的具体机型。 如果要飞抵目的地新德里，正常的飞行时间超过14小时，显然不可能依靠最后剩下的一个正常工作的卫生间满足全部乘客的需求。 300多名乘客抢用1个卫生间！因多个马桶堵塞，印度航空一航班被迫返航,88 万热度,https://www.zhihu.com/question/14602893705,https://pica.zhimg.com/80/v2-1bc10f32718fd2348a9027469a1f41f6_1440w.webp?source=1def8aca,2025-03-10 11:02:26
