index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,ART,"Agent Reinforcement Trainer: train multi-step agents for real-world tasks using GRPO. Give your agents on-the-job training. Reinforcement learning for Qwen2.5, Qwen3, Llama, Kimi, and more!",bradhilton,Python,"4,484",274,397 stars today,https://github.com//OpenPipe/ART,GitHub_Python_daily,2025-08-02 02:46:27
2,recipes,"Application for managing recipes, planning meals, building shopping lists and much much more!",vabene1111,HTML,"6,674",658,18 stars today,https://github.com//TandoorRecipes/recipes,GitHub_HTML_daily,2025-08-02 02:46:27
3,waha,"WAHA - WhatsApp HTTP API (REST API) that you can configure in a click! 3 engines: WEBJS (browser based), NOWEB (websocket nodejs), GOWS (websocket go)",devlikepro,TypeScript,"2,529",655,169 stars today,https://github.com//devlikeapro/waha,GitHub_TypeScript_daily,2025-08-02 02:46:27
4,puppeteer,JavaScript API for Chrome and Firefox,OrKoN,TypeScript,"91,510","9,248",159 stars today,https://github.com//puppeteer/puppeteer,GitHub_TypeScript_daily,2025-08-02 02:46:27
5,kubesphere,"The container platform tailored for Kubernetes multi-cloud, datacenter, and edge management ⎈ 🖥 ☁️",ks-ci-bot,Go,"16,274","2,448",37 stars today,https://github.com//kubesphere/kubesphere,GitHub_Go_daily,2025-08-02 02:46:27
6,sumo,"Eclipse SUMO is an open source, highly portable, microscopic and continuous traffic simulation package designed to handle large networks. It allows for intermodal simulation including pedestrians and comes with a large set of tools for scenario creation.",namdre,C++,"3,065","1,575",61 stars today,https://github.com//eclipse-sumo/sumo,GitHub_C++_daily,2025-08-02 02:46:27
7,copyparty,"Portable file server with accelerated resumable uploads, dedup, WebDAV, FTP, TFTP, zeroconf, media indexer, thumbnails++ all in one file, no deps",9001,Python,"17,458",567,"1,667 stars today",https://github.com//9001/copyparty,GitHub_Python_daily,2025-08-02 02:46:27
8,dyad,"Free, local, open-source AI app builder | v0 / lovable / Bolt alternative | 🌟 Star if you like it!",wwwillchen,TypeScript,"2,961",438,276 stars today,https://github.com//dyad-sh/dyad,GitHub_TypeScript_daily,2025-08-02 02:46:27
9,duckstation,Fast PlayStation 1 emulator for x86-64/AArch32/AArch64/RV64,stenzek,C++,"8,797",791,211 stars today,https://github.com//stenzek/duckstation,GitHub_C++_daily,2025-08-02 02:46:27
10,editor,"Powerful visual editor environment for building WebGL, WebGPU, WebXR apps",yaustar,TypeScript,441,67,38 stars today,https://github.com//playcanvas/editor,GitHub_TypeScript_daily,2025-08-02 02:46:27
11,zotero-arxiv-daily,Recommend new arxiv papers of your interest daily according to your Zotero libarary.,TideDra,Python,"2,371","2,245",115 stars today,https://github.com//TideDra/zotero-arxiv-daily,GitHub_Python_daily,2025-08-02 02:46:27
12,VideoLingo,"Netflix-level subtitle cutting, translation, alignment, and even dubbing - one-click fully automated AI video subtitle team | Netflix级字幕切割、翻译、对齐、甚至加上配音，一键全自动视频搬运AI字幕组",Huanshere,Python,"14,277","1,462",105 stars today,https://github.com//Huanshere/VideoLingo,GitHub_Python_daily,2025-08-02 02:46:27
1,Qwen3-Coder,"Qwen3-Coder is the code version of Qwen3, the large language model series developed by Qwen team, Alibaba Cloud.",huybery,Python,"10,727",743,"2,579 stars this week",https://github.com//QwenLM/Qwen3-Coder,GitHub_Python_weekly,2025-08-02 02:46:27
2,eino,The ultimate LLM/AI application development framework in Golang.,meguminnnnnnnnn,Go,"6,218",479,857 stars this week,https://github.com//cloudwego/eino,GitHub_Go_weekly,2025-08-02 02:46:27
3,hrms,Open Source HR and Payroll Software,ruchamahabal,Python,"5,439","1,470","1,867 stars this week",https://github.com//frappe/hrms,GitHub_Python_weekly,2025-08-02 02:46:27
4,OpenBB,"Investment Research for Everyone, Everywhere.",jmaslek,Python,"47,358","4,330","1,898 stars this week",https://github.com//OpenBB-finance/OpenBB,GitHub_Python_weekly,2025-08-02 02:46:27
5,awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",Shubhamsaboo,Python,"54,595","6,369","3,013 stars this week",https://github.com//Shubhamsaboo/awesome-llm-apps,GitHub_Python_weekly,2025-08-02 02:46:27
