index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",asgeirtj,JavaScript,"11,138","2,207","1,130 stars today",https://github.com//asgeirtj/system_prompts_leaks,GitHub_JavaScript_daily,2025-08-27 02:39:35
2,drawnix,"开源白板工具（SaaS），一体化白板，包含思维导图、流程图、自由画等。All in one open-source whiteboard tool with mind, flowchart, freehand and etc.",pubuzhixing8,TypeScript,"8,930",636,"1,960 stars today",https://github.com//plait-board/drawnix,GitHub_TypeScript_daily,2025-08-27 02:39:35
3,verifiers,Verifiers for LLM Reinforcement Learning,willccbb,Python,"2,428",280,272 stars today,https://github.com//willccbb/verifiers,GitHub_Python_daily,2025-08-27 02:39:35
4,DeepCode,"""DeepCode: Open Agentic Coding (Paper2Code & Text2Web & Text2Backend)""",Zongwei9888,Python,"4,027",410,"1,086 stars today",https://github.com//HKUDS/DeepCode,GitHub_Python_daily,2025-08-27 02:39:35
5,Java,All Algorithms implemented in Java,alxkm,Java,"63,014","20,194",48 stars today,https://github.com//TheAlgorithms/Java,GitHub_Java_daily,2025-08-27 02:39:35
6,SurfSense,"Open Source Alternative to NotebookLM / Perplexity, connected to external sources such as Search Engines, Slack, Linear, Jira, ClickUp, Confluence, Notion, YouTube, GitHub, Discord and more. Join our discord: https://discord.gg/ejRNvftDp9",MODSetter,Python,"6,784",512,219 stars today,https://github.com//MODSetter/SurfSense,GitHub_Python_daily,2025-08-27 02:39:35
7,Seelen-UI,The Fully Customizable Desktop Environment for Windows 10/11.,eythaann,Rust,"10,864",326,278 stars today,https://github.com//eythaann/Seelen-UI,GitHub_Rust_daily,2025-08-27 02:39:35
8,Pake,🤱🏻 Turn any webpage into a desktop app with Rust. 🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用,tw93,JavaScript,"41,399","7,722",135 stars today,https://github.com//tw93/Pake,GitHub_JavaScript_daily,2025-08-27 02:39:35
9,GitHubDaily,"坚持分享 GitHub 上高质量、有趣实用的开源技术教程、开发者工具、编程网站、技术资讯。A list cool, interesting projects of GitHub.",YSoer,,"41,169","4,183",441 stars today,https://github.com//GitHubDaily/GitHubDaily,GitHub__daily,2025-08-27 02:39:35
10,mcp-context-forge,"A Model Context Protocol (MCP) Gateway & Registry. Serves as a central management point for tools, resources, and prompts that can be accessed by MCP-compatible LLM applications. Converts REST API endpoints to MCP, composes virtual MCP servers with added security and observability, and converts between protocols (stdio, SSE, Streamable HTTP).",crivetimihai,Python,"1,790",218,121 stars today,https://github.com//IBM/mcp-context-forge,GitHub_Python_daily,2025-08-27 02:39:35
11,Summer2026-Internships,Collection of Summer 2026 tech internships!,vanshb03,,"6,242",238,40 stars today,https://github.com//vanshb03/Summer2026-Internships,GitHub__daily,2025-08-27 02:39:35
12,openproject,OpenProject is the leading open source project management software.,oliverguenther,Ruby,"11,924","2,737",48 stars today,https://github.com//opf/openproject,GitHub_Ruby_daily,2025-08-27 02:39:35
13,onlook,"The Cursor for Designers • An Open-Source AI-First Design tool • Visually build, style, and edit your React App with AI",Kitenite,TypeScript,"21,750","1,504",65 stars today,https://github.com//onlook-dev/onlook,GitHub_TypeScript_daily,2025-08-27 02:39:35
14,Hands-On-Large-Language-Models,"Official code repo for the O'Reilly Book - ""Hands-On Large Language Models""",MaartenGr,Jupyter Notebook,"14,624","3,446",280 stars today,https://github.com//HandsOnLLM/Hands-On-Large-Language-Models,GitHub_Jupyter Notebook_daily,2025-08-27 02:39:35
1,airi,"💖🧸 Self hosted, you owned Grok Companion, a container of souls of waifu, cyber livings to bring them into our worlds, wishing to achieve Neuro-sama's altitude. Capable of realtime voice chat, Minecraft, Factorio playing. Web / macOS / Windows supported.",nekomeowww,Vue,"10,819",824,"7,814 stars this week",https://github.com//moeru-ai/airi,GitHub_Vue_weekly,2025-08-27 02:39:35
2,sim,"Sim is an open-source AI agent workflow builder. Sim's interface is a lightweight, intuitive way to rapidly build and deploy LLMs that connect with your favorite tools.",waleedlatif1,TypeScript,"12,340","1,427","4,874 stars this week",https://github.com//simstudioai/sim,GitHub_TypeScript_weekly,2025-08-27 02:39:35
3,winapps,"Run Windows apps such as Microsoft Office/Adobe in Linux (Ubuntu/Fedora) and GNOME/KDE as if they were a part of the native OS, including Nautilus integration. Hard fork of https://github.com/Fmstrat/winapps/",oskardotglobal,Shell,"7,612",227,"3,530 stars this week",https://github.com//winapps-org/winapps,GitHub_Shell_weekly,2025-08-27 02:39:35
4,DeepCode,"""DeepCode: Open Agentic Coding (Paper2Code & Text2Web & Text2Backend)""",Zongwei9888,Python,"4,027",410,"2,228 stars this week",https://github.com//HKUDS/DeepCode,GitHub_Python_weekly,2025-08-27 02:39:35
5,drawnix,"开源白板工具（SaaS），一体化白板，包含思维导图、流程图、自由画等。All in one open-source whiteboard tool with mind, flowchart, freehand and etc.",pubuzhixing8,TypeScript,"8,930",636,"2,619 stars this week",https://github.com//plait-board/drawnix,GitHub_TypeScript_weekly,2025-08-27 02:39:35
6,Archon,Beta release of Archon OS - the knowledge and task management backbone for AI coding assistants.,Wirasm,TypeScript,"10,834","1,863","2,228 stars this week",https://github.com//coleam00/Archon,GitHub_TypeScript_weekly,2025-08-27 02:39:35
7,googletest,GoogleTest - Google Testing and Mocking Framework,gennadiycivil,C++,"36,909","10,485",296 stars this week,https://github.com//google/googletest,GitHub_C++_weekly,2025-08-27 02:39:35
8,parlant,LLM agents built for control. Designed for real-world use. Deployed in minutes.,mc-dorzo,Python,"7,988",664,"2,252 stars this week",https://github.com//emcie-co/parlant,GitHub_Python_weekly,2025-08-27 02:39:35
9,system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",asgeirtj,JavaScript,"11,138","2,207",795 stars this week,https://github.com//asgeirtj/system_prompts_leaks,GitHub_JavaScript_weekly,2025-08-27 02:39:35
10,bytebot,"Bytebot is a self-hosted AI desktop agent that automates computer tasks through natural language commands, operating within a containerized Linux desktop environment.",atupem,TypeScript,"2,530",197,680 stars this week,https://github.com//bytebot-ai/bytebot,GitHub_TypeScript_weekly,2025-08-27 02:39:35
11,firecrawl,The Web Data API for AI - Turn entire websites into LLM-ready markdown or structured data 🔥,nickscamara,TypeScript,"52,267","4,515","3,080 stars this week",https://github.com//firecrawl/firecrawl,GitHub_TypeScript_weekly,2025-08-27 02:39:35
12,papermark,Papermark is the open-source DocSend alternative with built-in analytics and custom domains.,mfts,TypeScript,"7,502","1,015",368 stars this week,https://github.com//mfts/papermark,GitHub_TypeScript_weekly,2025-08-27 02:39:35
13,clients,"Bitwarden client apps (web, browser extension, desktop, and cli).",kspearrin,TypeScript,"11,072","1,466",430 stars this week,https://github.com//bitwarden/clients,GitHub_TypeScript_weekly,2025-08-27 02:39:35
14,budibase,"Create business apps and automate workflows in minutes. Supports PostgreSQL, MySQL, MariaDB, MSSQL, MongoDB, Rest API, Docker, K8s, and more 🚀 No code / Low code platform..",aptkingston,TypeScript,"26,416","1,907","1,048 stars this week",https://github.com//Budibase/budibase,GitHub_TypeScript_weekly,2025-08-27 02:39:35
1,copyparty,"Portable file server with accelerated resumable uploads, dedup, WebDAV, FTP, TFTP, zeroconf, media indexer, thumbnails++ all in one file, no deps",9001,Python,"26,883",976,"25,362 stars this month",https://github.com//9001/copyparty,GitHub_Python_monthly,2025-08-27 02:39:35
2,Archon,Beta release of Archon OS - the knowledge and task management backbone for AI coding assistants.,Wirasm,TypeScript,"10,834","1,863","5,547 stars this month",https://github.com//coleam00/Archon,GitHub_TypeScript_monthly,2025-08-27 02:39:35
3,airi,"💖🧸 Self hosted, you owned Grok Companion, a container of souls of waifu, cyber livings to bring them into our worlds, wishing to achieve Neuro-sama's altitude. Capable of realtime voice chat, Minecraft, Factorio playing. Web / macOS / Windows supported.",nekomeowww,Vue,"10,819",824,"8,546 stars this month",https://github.com//moeru-ai/airi,GitHub_Vue_monthly,2025-08-27 02:39:35
4,dyad,"Free, local, open-source AI app builder ✨ v0 / lovable / Bolt alternative 🌟 Star if you like it!",wwwillchen,TypeScript,"13,921","1,355","11,788 stars this month",https://github.com//dyad-sh/dyad,GitHub_TypeScript_monthly,2025-08-27 02:39:35
5,winapps,"Run Windows apps such as Microsoft Office/Adobe in Linux (Ubuntu/Fedora) and GNOME/KDE as if they were a part of the native OS, including Nautilus integration. Hard fork of https://github.com/Fmstrat/winapps/",oskardotglobal,Shell,"7,612",227,"4,205 stars this month",https://github.com//winapps-org/winapps,GitHub_Shell_monthly,2025-08-27 02:39:35
6,sim,"Sim is an open-source AI agent workflow builder. Sim's interface is a lightweight, intuitive way to rapidly build and deploy LLMs that connect with your favorite tools.",waleedlatif1,TypeScript,"12,340","1,427","6,129 stars this month",https://github.com//simstudioai/sim,GitHub_TypeScript_monthly,2025-08-27 02:39:35
7,magic,Super Magic. The first open-source all-in-one AI productivity platform (Generalist AI Agent + Workflow Engine + IM + Online collaborative office system),Rock-520,PHP,"3,559",346,"2,415 stars this month",https://github.com//dtyq/magic,GitHub_PHP_monthly,2025-08-27 02:39:35
8,drawnix,"开源白板工具（SaaS），一体化白板，包含思维导图、流程图、自由画等。All in one open-source whiteboard tool with mind, flowchart, freehand and etc.",pubuzhixing8,TypeScript,"8,930",636,"4,257 stars this month",https://github.com//plait-board/drawnix,GitHub_TypeScript_monthly,2025-08-27 02:39:35
9,nautilus_trader,A high-performance algorithmic trading platform and event-driven backtester,cjdsellers,Rust,"14,614","1,580","4,749 stars this month",https://github.com//nautechsystems/nautilus_trader,GitHub_Rust_monthly,2025-08-27 02:39:35
10,claude-code-router,"Use Claude Code as the foundation for coding infrastructure, allowing you to decide how to interact with the model while enjoying updates from Anthropic.",musistudio,TypeScript,"15,420","1,152","7,826 stars this month",https://github.com//musistudio/claude-code-router,GitHub_TypeScript_monthly,2025-08-27 02:39:35
11,OpenBB,"Financial data platform for analysts, quants and AI agents.",jmaslek,Python,"51,405","4,835","5,512 stars this month",https://github.com//OpenBB-finance/OpenBB,GitHub_Python_monthly,2025-08-27 02:39:35
12,codex,Lightweight coding agent that runs in your terminal,bolinfest,Rust,"36,553","4,202","5,169 stars this month",https://github.com//openai/codex,GitHub_Rust_monthly,2025-08-27 02:39:35
1,airi,"💖🧸 Self hosted, you owned Grok Companion, a container of souls of waifu, cyber livings to bring them into our worlds, wishing to achieve Neuro-sama's altitude. Capable of realtime voice chat, Minecraft, Factorio playing. Web / macOS / Windows supported.",nekomeowww,Vue,"10,819",824,"7,814 stars this week",https://github.com//moeru-ai/airi,GitHub_Vue_weekly,2025-08-27 02:39:35
2,sim,"Sim is an open-source AI agent workflow builder. Sim's interface is a lightweight, intuitive way to rapidly build and deploy LLMs that connect with your favorite tools.",waleedlatif1,TypeScript,"12,340","1,427","4,874 stars this week",https://github.com//simstudioai/sim,GitHub_TypeScript_weekly,2025-08-27 02:39:35
3,winapps,"Run Windows apps such as Microsoft Office/Adobe in Linux (Ubuntu/Fedora) and GNOME/KDE as if they were a part of the native OS, including Nautilus integration. Hard fork of https://github.com/Fmstrat/winapps/",oskardotglobal,Shell,"7,612",227,"3,530 stars this week",https://github.com//winapps-org/winapps,GitHub_Shell_weekly,2025-08-27 02:39:35
4,DeepCode,"""DeepCode: Open Agentic Coding (Paper2Code & Text2Web & Text2Backend)""",Zongwei9888,Python,"4,027",410,"2,228 stars this week",https://github.com//HKUDS/DeepCode,GitHub_Python_weekly,2025-08-27 02:39:35
