index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",actions-user,TypeScript,"36,754","2,306",393 stars today,https://github.com//anthropics/claude-code,GitHub_TypeScript_daily,2025-10-12 02:34:06
2,Qwen3-VL,"Qwen3-VL is the multimodal large language model series developed by Qwen team, Alibaba Cloud.",ShuaiBai623,Jupyter Notebook,"14,014","1,069",138 stars today,https://github.com//QwenLM/Qwen3-VL,GitHub_Jupyter Notebook_daily,2025-10-12 02:34:06
3,SurfSense,"Open Source Alternative to NotebookLM / Perplexity, connected to external sources such as Search Engines, Slack, Linear, Jira, ClickUp, Confluence, Notion, YouTube, GitHub, Discord and more. Join our discord: https://discord.gg/ejRNvftDp9",MODSetter,Python,"9,292",716,195 stars today,https://github.com//MODSetter/SurfSense,GitHub_Python_daily,2025-10-12 02:34:06
4,claude-code-templates,CLI tool for configuring and monitoring Claude Code,davila7,JavaScript,"7,145",631,183 stars today,https://github.com//davila7/claude-code-templates,GitHub_JavaScript_daily,2025-10-12 02:34:06
5,timelinize,Store your data from all your accounts and devices in a single cohesive timeline on your own computer,mholt,Go,"2,508",76,115 stars today,https://github.com//timelinize/timelinize,GitHub_Go_daily,2025-10-12 02:34:06
6,Cubyz,"Voxel sandbox game with a large render distance, procedurally generated content and some cool graphical effects.",IntegratedQuantum,Zig,"1,735",117,366 stars today,https://github.com//PixelGuys/Cubyz,GitHub_Zig_daily,2025-10-12 02:34:06
7,supermemory,"Memory engine and app that is extremely fast, scalable. The Memory API for the AI era.",Dhravya,TypeScript,"11,715","1,225",365 stars today,https://github.com//supermemoryai/supermemory,GitHub_TypeScript_daily,2025-10-12 02:34:06
8,evershop,🛍️ Typescript E-commerce Platform,treoden,TypeScript,"6,692","1,824",662 stars today,https://github.com//evershopcommerce/evershop,GitHub_TypeScript_daily,2025-10-12 02:34:06
9,Cap,"Open source Loom alternative. Beautiful, shareable screen recordings.",richiemcilroy,TypeScript,"12,625",858,345 stars today,https://github.com//CapSoftware/Cap,GitHub_TypeScript_daily,2025-10-12 02:34:06
10,SQLBot,🔥 基于大模型和 RAG 的智能问数系统。Text-to-SQL Generation via LLMs using RAG.,dataeaseShu,Python,"3,781",375,59 stars today,https://github.com//dataease/SQLBot,GitHub_Python_daily,2025-10-12 02:34:06
11,winboat,Run Windows apps on 🐧 Linux with ✨ seamless integration,TibixDev,TypeScript,"9,847",253,833 stars today,https://github.com//TibixDev/winboat,GitHub_TypeScript_daily,2025-10-12 02:34:06
12,clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",zzzgydi,TypeScript,"77,478","5,794",140 stars today,https://github.com//clash-verge-rev/clash-verge-rev,GitHub_TypeScript_daily,2025-10-12 02:34:06
1,stremio-web,Stremio - Freedom to Stream,nklhtv,JavaScript,"7,379",834,"5,494 stars this week",https://github.com//Stremio/stremio-web,GitHub_JavaScript_weekly,2025-10-12 02:34:06
2,audacity,Audio Editor,Paul-Licameli,C++,"15,316","2,436","1,030 stars this week",https://github.com//audacity/audacity,GitHub_C++_weekly,2025-10-12 02:34:06
3,zen-mcp-server,The power of Claude Code / GeminiCLI / CodexCLI + [Gemini / OpenAI / OpenRouter / Azure / Grok / Ollama / Custom Model / All Of The Above] working as one.,guidedways,Python,"8,656",723,"1,229 stars this week",https://github.com//BeehiveInnovations/zen-mcp-server,GitHub_Python_weekly,2025-10-12 02:34:06
4,BitNet,Official inference framework for 1-bit LLMs,potassiummmm,Python,"24,084","1,856","1,931 stars this week",https://github.com//microsoft/BitNet,GitHub_Python_weekly,2025-10-12 02:34:06
5,infisical,"Infisical is the open-source platform for secrets, certificates, and privileged access management.",maidul98,TypeScript,"22,523","1,515","2,326 stars this week",https://github.com//Infisical/infisical,GitHub_TypeScript_weekly,2025-10-12 02:34:06
