index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,WhisperLiveKit,"Real-time & local speech-to-text, translation, and speaker diarization. With server & web UI.",QuentinFuxa,Python,"4,231",400,456 stars today,https://github.com//QuentinFuxa/WhisperLiveKit,GitHub_Python_daily,2025-09-01 02:36:17
2,windows,Windows inside a Docker container.,kroese,Shell,"38,889","2,909",738 stars today,https://github.com//dockur/windows,GitHub_Shell_daily,2025-09-01 02:36:17
3,theHarvester,"E-mails, subdomains and names Harvester - OSINT",L1ghtn1ng,Python,"13,669","2,267",213 stars today,https://github.com//laramies/theHarvester,GitHub_Python_daily,2025-09-01 02:36:17
4,hyperswitch,"An open source payments switch written in Rust to make payments fast, reliable and affordable",hyperswitch-bot,Rust,"25,971","3,973",664 stars today,https://github.com//juspay/hyperswitch,GitHub_Rust_daily,2025-09-01 02:36:17
5,Python,All Algorithms implemented in Python,cclauss,Python,"205,842","47,637",461 stars today,https://github.com//TheAlgorithms/Python,GitHub_Python_daily,2025-09-01 02:36:17
6,koog,"Koog is the official Kotlin framework for building and running robust, scalable and production-ready AI agents across all platforms – from backend services to Android and iOS, JVM, and even in-browser environments. Koog is based on our AI products expertise and provides proven solutions for complex LLM and AI problems",sdubov,Kotlin,"1,821",122,121 stars today,https://github.com//JetBrains/koog,GitHub_Kotlin_daily,2025-09-01 02:36:17
7,1brc,1️⃣🐝🏎️ The One Billion Row Challenge -- A fun exploration of how quickly 1B rows from a text file can be aggregated with Java,gunnarmorling,Java,"7,202","2,063",32 stars today,https://github.com//gunnarmorling/1brc,GitHub_Java_daily,2025-09-01 02:36:17
8,bevy,A refreshingly simple data-driven game engine built in Rust,cart,Rust,"41,355","4,081",24 stars today,https://github.com//bevyengine/bevy,GitHub_Rust_daily,2025-09-01 02:36:17
9,activepieces,AI Agents & MCPs & AI Workflow Automation • (280+ MCP servers for AI agents) • AI Automation / AI Agent with MCPs • AI Workflows & AI Agents • MCPs for AI Agents,AbdulTheActivePiecer,TypeScript,"16,779","2,437",204 stars today,https://github.com//activepieces/activepieces,GitHub_TypeScript_daily,2025-09-01 02:36:17
10,humanlayer,"HumanLayer enables AI agents to communicate with humans in tool-based and async workflows. Guarantee human oversight of high-stakes function calls with approval workflows across slack, email and more. Bring your LLM and Framework of choice and start giving your AI agents safe access to the world. Agentic Workflows, human in the loop, tool calling",dexhorthy,TypeScript,"1,698",161,76 stars today,https://github.com//humanlayer/humanlayer,GitHub_TypeScript_daily,2025-09-01 02:36:17
11,paperless-ngx,"A community-supported supercharged document management system: scan, index and archive all your documents",shamoon,Python,"31,279","1,915",167 stars today,https://github.com//paperless-ngx/paperless-ngx,GitHub_Python_daily,2025-09-01 02:36:17
12,expert,Official Elixir Language Server Protocol implementation,scohen,Elixir,"1,139",22,119 stars today,https://github.com//elixir-lang/expert,GitHub_Elixir_daily,2025-09-01 02:36:17
13,comprehensive-rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.,mgeisler,Rust,"30,919","1,846",46 stars today,https://github.com//google/comprehensive-rust,GitHub_Rust_daily,2025-09-01 02:36:17
14,awesome-public-datasets,A topic-centric list of HQ open datasets.,caesar0301,,"64,993","10,277",325 stars today,https://github.com//awesomedata/awesome-public-datasets,GitHub__daily,2025-09-01 02:36:17
1,system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",asgeirtj,JavaScript,"17,499","2,841","8,812 stars this week",https://github.com//asgeirtj/system_prompts_leaks,GitHub_JavaScript_weekly,2025-09-01 02:36:17
2,drawnix,"开源白板工具（SaaS），一体化白板，包含思维导图、流程图、自由画等。All in one open-source whiteboard tool with mind, flowchart, freehand and etc.",pubuzhixing8,TypeScript,"10,130",737,"4,633 stars this week",https://github.com//plait-board/drawnix,GitHub_TypeScript_weekly,2025-09-01 02:36:17
3,winapps,"Run Windows apps such as Microsoft Office/Adobe in Linux (Ubuntu/Fedora) and GNOME/KDE as if they were a part of the native OS, including Nautilus integration. Hard fork of https://github.com/Fmstrat/winapps/",oskardotglobal,Shell,"8,263",248,"3,606 stars this week",https://github.com//winapps-org/winapps,GitHub_Shell_weekly,2025-09-01 02:36:17
4,DeepCode,"""DeepCode: Open Agentic Coding (Paper2Code & Text2Web & Text2Backend)""",Zongwei9888,Python,"4,678",517,"2,945 stars this week",https://github.com//HKUDS/DeepCode,GitHub_Python_weekly,2025-09-01 02:36:17
5,airi,"💖🧸 Self hosted, you owned Grok Companion, a container of souls of waifu, cyber livings to bring them into our worlds, wishing to achieve Neuro-sama's altitude. Capable of realtime voice chat, Minecraft, Factorio playing. Web / macOS / Windows supported.",nekomeowww,Vue,"12,009",955,"4,377 stars this week",https://github.com//moeru-ai/airi,GitHub_Vue_weekly,2025-09-01 02:36:17
6,GhostTrack,Useful tool to track location or mobile number,HunxByts,Python,"5,219",603,"1,871 stars this week",https://github.com//HunxByts/GhostTrack,GitHub_Python_weekly,2025-09-01 02:36:17
7,SurfSense,"Open Source Alternative to NotebookLM / Perplexity, connected to external sources such as Search Engines, Slack, Linear, Jira, ClickUp, Confluence, Notion, YouTube, GitHub, Discord and more. Join our discord: https://discord.gg/ejRNvftDp9",MODSetter,Python,"7,385",544,845 stars this week,https://github.com//MODSetter/SurfSense,GitHub_Python_weekly,2025-09-01 02:36:17
8,WrenAI,"⚡️ GenBI (Generative BI) queries any database in natural language, generates accurate SQL (Text-to-SQL), charts (Text-to-Chart), and AI-powered insights in seconds.",cyyeh,TypeScript,"11,117","1,117","1,005 stars this week",https://github.com//Canner/WrenAI,GitHub_TypeScript_weekly,2025-09-01 02:36:17
9,windows,Windows inside a Docker container.,kroese,Shell,"38,889","2,909","1,108 stars this week",https://github.com//dockur/windows,GitHub_Shell_weekly,2025-09-01 02:36:17
10,bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",mdo,MDX,"173,294","79,152",436 stars this week,https://github.com//twbs/bootstrap,GitHub_MDX_weekly,2025-09-01 02:36:17
11,qlib,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.",you-n-g,Python,"29,464","4,558",630 stars this week,https://github.com//microsoft/qlib,GitHub_Python_weekly,2025-09-01 02:36:17
12,note-gen,A cross-platform Markdown AI note-taking software.,codexu,TypeScript,"8,390",552,488 stars this week,https://github.com//codexu/note-gen,GitHub_TypeScript_weekly,2025-09-01 02:36:17
13,terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",DHowett,C++,"99,798","8,722",517 stars this week,https://github.com//microsoft/terminal,GitHub_C++_weekly,2025-09-01 02:36:17
14,Folo,🧡 Follow everything in one place,Innei,TypeScript,"33,193","1,553","1,378 stars this week",https://github.com//RSSNext/Folo,GitHub_TypeScript_weekly,2025-09-01 02:36:17
15,theHarvester,"E-mails, subdomains and names Harvester - OSINT",L1ghtn1ng,Python,"13,669","2,267",179 stars this week,https://github.com//laramies/theHarvester,GitHub_Python_weekly,2025-09-01 02:36:17
16,MobileAgent,Mobile-Agent: The Powerful GUI Agent Family,junyangwang0410,Python,"5,187",516,353 stars this week,https://github.com//X-PLUG/MobileAgent,GitHub_Python_weekly,2025-09-01 02:36:17
17,codex,Lightweight coding agent that runs in your terminal,bolinfest,Rust,"37,644","4,337","1,494 stars this week",https://github.com//openai/codex,GitHub_Rust_weekly,2025-09-01 02:36:17
18,MiniCPM-V,"MiniCPM-V 4.5: A GPT-4o Level MLLM for Single Image, Multi Image and High-FPS Video Understanding on Your Phone",yiranyyu,Python,"20,707","1,520",483 stars this week,https://github.com//OpenBMB/MiniCPM-V,GitHub_Python_weekly,2025-09-01 02:36:17
1,Archon,Beta release of Archon OS - the knowledge and task management backbone for AI coding assistants.,Wirasm,TypeScript,"11,264","1,957","6,044 stars this month",https://github.com//coleam00/Archon,GitHub_TypeScript_monthly,2025-09-01 02:36:17
2,airi,"💖🧸 Self hosted, you owned Grok Companion, a container of souls of waifu, cyber livings to bring them into our worlds, wishing to achieve Neuro-sama's altitude. Capable of realtime voice chat, Minecraft, Factorio playing. Web / macOS / Windows supported.",nekomeowww,Vue,"12,009",955,"10,162 stars this month",https://github.com//moeru-ai/airi,GitHub_Vue_monthly,2025-09-01 02:36:17
3,dyad,"Free, local, open-source AI app builder ✨ v0 / lovable / Bolt alternative 🌟 Star if you like it!",wwwillchen,TypeScript,"14,216","1,398","11,994 stars this month",https://github.com//dyad-sh/dyad,GitHub_TypeScript_monthly,2025-09-01 02:36:17
4,sim,"Sim is an open-source AI agent workflow builder. Sim's interface is a lightweight, intuitive way to rapidly build and deploy LLMs that connect with your favorite tools.",waleedlatif1,TypeScript,"13,337","1,550","6,951 stars this month",https://github.com//simstudioai/sim,GitHub_TypeScript_monthly,2025-09-01 02:36:17
5,system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",asgeirtj,JavaScript,"17,499","2,841","9,334 stars this month",https://github.com//asgeirtj/system_prompts_leaks,GitHub_JavaScript_monthly,2025-09-01 02:36:17
