index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,DeepResearch,"Tongyi Deep Research, the Leading Open-source Deep Research Agent",callanwu,Python,"12,322",912,935 stars today,https://github.com//Alibaba-NLP/DeepResearch,GitHub_Python_daily,2025-09-22 02:36:15
2,CookLikeHOC,🥢像老乡鸡🐔那样做饭。主要部分于2024年完工，非老乡鸡官方仓库。文字来自《老乡鸡菜品溯源报告》，并做归纳、编辑与整理。CookLikeHOC.,SoilZhu,JavaScript,"11,235","1,232","3,019 stars today",https://github.com//Gar-b-age/CookLikeHOC,GitHub_JavaScript_daily,2025-09-22 02:36:15
3,linux,Linux kernel source tree,torvalds,C,"202,626","57,811",83 stars today,https://github.com//torvalds/linux,GitHub_C_daily,2025-09-22 02:36:15
4,LazyVim,Neovim config for the lazy,folke,Lua,"22,756","1,617",25 stars today,https://github.com//LazyVim/LazyVim,GitHub_Lua_daily,2025-09-22 02:36:15
5,system-prompts-and-models-of-ai-tools,"FULL Augment Code, Claude Code, Cluely, CodeBuddy, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus Agent Tools, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models",x1xhlol,,"86,922","23,880",285 stars today,https://github.com//x1xhlol/system-prompts-and-models-of-ai-tools,GitHub__daily,2025-09-22 02:36:15
6,omarchy,Opinionated Arch/Hyprland Setup,dhh,Shell,"9,007",983,84 stars today,https://github.com//basecamp/omarchy,GitHub_Shell_daily,2025-09-22 02:36:15
7,fmt,A modern formatting library,vitaut,C++,"22,469","2,717",52 stars today,https://github.com//fmtlib/fmt,GitHub_C++_daily,2025-09-22 02:36:15
8,ticket-purchase,大麦自动抢票，支持人员、城市、日期场次、价格选择,WECENG,Python,"2,576",375,168 stars today,https://github.com//WECENG/ticket-purchase,GitHub_Python_daily,2025-09-22 02:36:15
9,WebGoat,WebGoat is a deliberately insecure application,nbaars,JavaScript,"8,030","6,711",34 stars today,https://github.com//WebGoat/WebGoat,GitHub_JavaScript_daily,2025-09-22 02:36:15
10,CopilotKit,"React UI + elegant infrastructure for AI Copilots, AI chatbots, and in-app AI agents. The Agentic last-mile 🪁",ataibarkai,TypeScript,"23,679","3,158",188 stars today,https://github.com//CopilotKit/CopilotKit,GitHub_TypeScript_daily,2025-09-22 02:36:15
11,AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",leestott,Jupyter Notebook,"41,534","8,089",463 stars today,https://github.com//microsoft/AI-For-Beginners,GitHub_Jupyter Notebook_daily,2025-09-22 02:36:15
12,AI-Researcher,"[NeurIPS2025] ""AI-Researcher: Autonomous Scientific Innovation"" -- A production-ready version: https://novix.science/chat",tjb-tech,Python,"2,611",318,34 stars today,https://github.com//HKUDS/AI-Researcher,GitHub_Python_daily,2025-09-22 02:36:15
13,tldraw,very good whiteboard SDK / infinite canvas SDK,steveruizok,TypeScript,"42,185","2,722",232 stars today,https://github.com//tldraw/tldraw,GitHub_TypeScript_daily,2025-09-22 02:36:15
14,free-programming-books,📚 Freely available programming books,vhf,Python,"369,170","64,216",246 stars today,https://github.com//EbookFoundation/free-programming-books,GitHub_Python_daily,2025-09-22 02:36:15
15,mlx-swift-examples,Examples using MLX Swift,davidkoski,Swift,"2,116",306,25 stars today,https://github.com//ml-explore/mlx-swift-examples,GitHub_Swift_daily,2025-09-22 02:36:15
16,mindsdb,AI Analytics Engine that can answer questions over large scale data. - The only MCP Server you'll ever need,StpMax,Python,"35,941","5,779",54 stars today,https://github.com//mindsdb/mindsdb,GitHub_Python_daily,2025-09-22 02:36:15
17,youtube-dl,Command-line program to download videos from YouTube.com and other video sites,dstftw,Python,"137,400","10,475",21 stars today,https://github.com//ytdl-org/youtube-dl,GitHub_Python_daily,2025-09-22 02:36:15
18,intellij-community,IntelliJ IDEA & IntelliJ Platform,akozlova,Java,"18,836","5,562",5 stars today,https://github.com//JetBrains/intellij-community,GitHub_Java_daily,2025-09-22 02:36:15
19,NekoBoxForAndroid,NekoBox for Android / sing-box / universal proxy toolchain for Android,arm64v8a,Kotlin,"16,116","1,321",32 stars today,https://github.com//MatsuriDayo/NekoBoxForAndroid,GitHub_Kotlin_daily,2025-09-22 02:36:15
20,copyparty,"Portable file server with accelerated resumable uploads, dedup, WebDAV, FTP, TFTP, zeroconf, media indexer, thumbnails++ all in one file, no deps",9001,Python,"30,574","1,207",249 stars today,https://github.com//9001/copyparty,GitHub_Python_daily,2025-09-22 02:36:15
1,DeepResearch,"Tongyi Deep Research, the Leading Open-source Deep Research Agent",callanwu,Python,"12,322",912,"4,610 stars this week",https://github.com//Alibaba-NLP/DeepResearch,GitHub_Python_weekly,2025-09-22 02:36:15
2,markitdown,Python tool for converting files and office documents to Markdown.,afourney,Python,"79,550","4,368","6,418 stars this week",https://github.com//microsoft/markitdown,GitHub_Python_weekly,2025-09-22 02:36:15
3,Real-Time-Voice-Cloning,Clone a voice in 5 seconds to generate arbitrary speech in real-time,CorentinJ,Python,"56,849","9,230","1,660 stars this week",https://github.com//CorentinJ/Real-Time-Voice-Cloning,GitHub_Python_weekly,2025-09-22 02:36:15
4,Perplexica,Perplexica is an AI-powered search engine. It is an Open source alternative to Perplexity AI,ItzCrazyKns,TypeScript,"25,581","2,653","1,475 stars this week",https://github.com//ItzCrazyKns/Perplexica,GitHub_TypeScript_weekly,2025-09-22 02:36:15
5,SQLBot,🔥 基于大模型和 RAG 的智能问数系统。Text-to-SQL Generation via LLMs using RAG.,dataeaseShu,Python,"2,628",280,"1,114 stars this week",https://github.com//dataease/SQLBot,GitHub_Python_weekly,2025-09-22 02:36:15
6,ROMA,Recursive-Open-Meta-Agent v0.1 (Beta). A meta-agent framework to build high-performance multi-agent systems.,salzubi401,Python,"3,183",410,"1,297 stars this week",https://github.com//sentient-agi/ROMA,GitHub_Python_weekly,2025-09-22 02:36:15
7,n8n-workflows,all of the workflows of n8n i could find (also from the site itself),Zie619,HTML,"32,528","2,010","3,067 stars this week",https://github.com//Zie619/n8n-workflows,GitHub_HTML_weekly,2025-09-22 02:36:15
8,nocodb,🔥 🔥 🔥 Open Source Airtable Alternative,o1lab,TypeScript,"57,563","4,202",667 stars this week,https://github.com//nocodb/nocodb,GitHub_TypeScript_weekly,2025-09-22 02:36:15
9,LazyVim,Neovim config for the lazy,folke,Lua,"22,756","1,617",290 stars this week,https://github.com//LazyVim/LazyVim,GitHub_Lua_weekly,2025-09-22 02:36:15
10,container,"A tool for creating and running Linux containers using lightweight virtual machines on a Mac. It is written in Swift, and optimized for Apple silicon.",jglogan,Swift,"20,067",441,396 stars this week,https://github.com//apple/container,GitHub_Swift_weekly,2025-09-22 02:36:15
11,ten-framework,Open-source framework for conversational voice AI agents.,plutoless,C,"7,924",918,506 stars this week,https://github.com//TEN-framework/ten-framework,GitHub_C_weekly,2025-09-22 02:36:15
12,ai-hedge-fund,An AI Hedge Fund Team,virattt,Python,"41,212","7,243","1,178 stars this week",https://github.com//virattt/ai-hedge-fund,GitHub_Python_weekly,2025-09-22 02:36:15
13,simdjson,"Parsing gigabytes of JSON per second : used by Facebook/Meta Velox, the Node.js runtime, ClickHouse, WatermelonDB, Apache Doris, Milvus, StarRocks",lemire,C++,"22,245","1,149",960 stars this week,https://github.com//simdjson/simdjson,GitHub_C++_weekly,2025-09-22 02:36:15
14,timesfm,TimesFM (Time Series Foundation Model) is a pretrained time-series foundation model developed by Google Research for time-series forecasting.,rajatsen91,Python,"6,154",545,640 stars this week,https://github.com//google-research/timesfm,GitHub_Python_weekly,2025-09-22 02:36:15
15,task,A task runner / simpler Make alternative written in Go,andreynering,Go,"13,691",732,160 stars this week,https://github.com//go-task/task,GitHub_Go_weekly,2025-09-22 02:36:15
16,codex,Lightweight coding agent that runs in your terminal,bolinfest,Rust,"43,352","5,065","2,674 stars this week",https://github.com//openai/codex,GitHub_Rust_weekly,2025-09-22 02:36:15
17,DeepResearchAgent,"DeepResearchAgent is a hierarchical multi-agent system designed not only for deep research tasks but also for general-purpose task solving. The framework leverages a top-level planning agent to coordinate multiple specialized lower-level agents, enabling automated task decomposition and efficient execution across diverse and complex domains.",DVampire,JavaScript,"2,585",343,875 stars this week,https://github.com//SkyworkAI/DeepResearchAgent,GitHub_JavaScript_weekly,2025-09-22 02:36:15
1,system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",asgeirtj,JavaScript,"21,043","3,291","12,567 stars this month",https://github.com//asgeirtj/system_prompts_leaks,GitHub_JavaScript_monthly,2025-09-22 02:36:15
