index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,douyin-downloader,抖音批量下载工具，去水印，支持视频、图集、合集、音乐(原声)。免费！免费！免费！,jiji262,Python,"3,275",459,78 stars today,https://github.com//jiji262/douyin-downloader,GitHub_Python_daily,2025-04-12 02:31:49
2,cursor-free-vip,[Support 0.48.x]（Reset Cursor AI MachineID & Auto Sign Up / In & Bypass Higher Token Limit）自动注册 Cursor Ai ，自动重置机器ID ， 免费升级使用Pro功能: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,yeongpin,Python,"9,924","1,226","1,236 stars today",https://github.com//yeongpin/cursor-free-vip,GitHub_Python_daily,2025-04-12 02:31:49
3,KrillinAI,"A video translation and dubbing tool powered by LLMs, offering professional-grade translations and one-click full-process deployment. It can generate content optimized for platforms like YouTube，TikTok, and Shorts. 基于AI大模型的视频翻译和配音工具，专业级翻译，一键部署全流程，可以生成适配抖音，小红书，哔哩哔哩，视频号，TikTok，Youtube Shorts等形态的内容",maranello-o,Go,"2,230",175,678 stars today,https://github.com//krillinai/KrillinAI,GitHub_Go_daily,2025-04-12 02:31:49
4,ai-engineering-hub,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications.",patchy631,Jupyter Notebook,"7,714","1,294",172 stars today,https://github.com//patchy631/ai-engineering-hub,GitHub_Jupyter Notebook_daily,2025-04-12 02:31:49
5,ai-chatbot,"A full-featured, hackable Next.js AI chatbot built by Vercel",jaredpalmer,TypeScript,"14,696","3,920",56 stars today,https://github.com//vercel/ai-chatbot,GitHub_TypeScript_daily,2025-04-12 02:31:49
6,google-cloud-go,Google Cloud Client Libraries for Go.,jba,Go,"4,118","1,403",63 stars today,https://github.com//googleapis/google-cloud-go,GitHub_Go_daily,2025-04-12 02:31:49
7,amazon-nova-samples,,prettyprettyprettygood,Jupyter Notebook,190,80,13 stars today,https://github.com//aws-samples/amazon-nova-samples,GitHub_Jupyter Notebook_daily,2025-04-12 02:31:49
8,ai-agents-for-beginners,10 Lessons to Get Started Building AI Agents,koreyspace,Jupyter Notebook,"12,521","3,114",643 stars today,https://github.com//microsoft/ai-agents-for-beginners,GitHub_Jupyter Notebook_daily,2025-04-12 02:31:49
9,free-for-dev,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",ripienaar,HTML,"94,380","10,210",123 stars today,https://github.com//ripienaar/free-for-dev,GitHub_HTML_daily,2025-04-12 02:31:49
10,dify,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production.",takatost,TypeScript,"91,076","13,566",500 stars today,https://github.com//langgenius/dify,GitHub_TypeScript_daily,2025-04-12 02:31:49
