index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,cursor-free-vip,[Support 0.48.x]（Reset Cursor AI MachineID & Auto Sign Up / In & Bypass Higher Token Limit）自动注册 Cursor Ai ，自动重置机器ID ， 免费升级使用Pro功能: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,yeongpin,Python,"15,005","1,796","2,591 stars today",https://github.com//yeongpin/cursor-free-vip,GitHub_Python_daily,2025-04-15 02:32:23
2,KrillinAI,"A video translation and dubbing tool powered by LLMs, offering professional-grade translations and one-click full-process deployment. It can generate content optimized for platforms like YouTube，TikTok, and Shorts. 基于AI大模型的视频翻译和配音工具，专业级翻译，一键部署全流程，可以生成适配抖音，小红书，哔哩哔哩，视频号，TikTok，Youtube Shorts等形态的内容",maranello-o,Go,"3,897",288,679 stars today,https://github.com//krillinai/KrillinAI,GitHub_Go_daily,2025-04-15 02:32:23
3,ai-hedge-fund,An AI Hedge Fund Team,virattt,Python,"21,535","3,880",360 stars today,https://github.com//virattt/ai-hedge-fund,GitHub_Python_daily,2025-04-15 02:32:23
4,BabelDOC,Yet Another Document Translator,awwaawwa,Python,"2,193",124,161 stars today,https://github.com//funstory-ai/BabelDOC,GitHub_Python_daily,2025-04-15 02:32:23
5,omi,"AI wearables. Put it on, speak, transcribe, automatically",josancamon19,C,"5,029",725,384 stars today,https://github.com//BasedHardware/omi,GitHub_C_daily,2025-04-15 02:32:23
6,HeyGem.ai,,whl88,C,"6,700","1,145",137 stars today,https://github.com//GuijiAI/HeyGem.ai,GitHub_C_daily,2025-04-15 02:32:23
7,meeting-minutes,"A free and open source, self hosted Ai based live meeting note taker and minutes summary generator that can completely run in your Local device (Mac OS and windows OS Support added. Working on adding linux support soon)",sujithatzackriya,C++,"2,522",173,518 stars today,https://github.com//Zackriya-Solutions/meeting-minutes,GitHub_C++_daily,2025-04-15 02:32:23
8,NetExec,The Network Execution Tool,Marshall-Hallenbeck,Python,"3,861",438,31 stars today,https://github.com//Pennyw0rth/NetExec,GitHub_Python_daily,2025-04-15 02:32:23
9,nvim-lspconfig,Quickstart configs for Nvim LSP,mjlbach,Lua,"11,580","2,157",11 stars today,https://github.com//neovim/nvim-lspconfig,GitHub_Lua_daily,2025-04-15 02:32:23
10,ai-agents-for-beginners,10 Lessons to Get Started Building AI Agents,koreyspace,Jupyter Notebook,"14,274","3,457",688 stars today,https://github.com//microsoft/ai-agents-for-beginners,GitHub_Jupyter Notebook_daily,2025-04-15 02:32:23
11,freqtrade,"Free, open source crypto trading bot",xmatthias,Python,"38,182","7,535",230 stars today,https://github.com//freqtrade/freqtrade,GitHub_Python_daily,2025-04-15 02:32:23
12,build-your-own-x,Master programming by recreating your favorite technologies from scratch.,danistefanovic,Markdown,"371,100","34,511",336 stars today,https://github.com//codecrafters-io/build-your-own-x,GitHub_Markdown_daily,2025-04-15 02:32:23
1,cursor-free-vip,[Support 0.48.x]（Reset Cursor AI MachineID & Auto Sign Up / In & Bypass Higher Token Limit）自动注册 Cursor Ai ，自动重置机器ID ， 免费升级使用Pro功能: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,yeongpin,Python,"15,005","1,796","6,522 stars this week",https://github.com//yeongpin/cursor-free-vip,GitHub_Python_weekly,2025-04-15 02:32:23
2,markitdown,Python tool for converting files and office documents to Markdown.,afourney,Python,"48,803","2,336","6,124 stars this week",https://github.com//microsoft/markitdown,GitHub_Python_weekly,2025-04-15 02:32:23
